name;age;segment;city;zip_code;state;region
Joseph Airdo;56.0;Consumer;Creve Coeur;63141;MO;Central
Edward Becker;56.0;Corporate;El Paso;79907;Texas;Central
Kelly Williams;56.0;Corporate;Emporia;66801;Kansas;Central
Steven Roelle;56.0;Small Business;Hermitage;16148;Pennsylvania;East
Jim Kriz;56.0;Consumer;Fairfield;45014;Ohio;East
Tanja Norvell;56.0;Corporate;Sarasota;34239;Florida;South
Julia West;56.0;Corporate;Freeport;61032;Illinois;Central
Lycoris Saunders;56.0;Corporate;Indian Trail;28079;North Carolina;South
Candace McMahon;56.0;Corporate;San Marcos;78666;Texas;Central
Logan Currie;56.0;Small Business;Rogers;72756;Arkansas;South
Phillip Flathmann;56.0;Small Business;Van Buren;72956;Arkansas;South
Don Miller;56.0;Home Office;Carbondale;62901;Illinois;Central
Cari Sayre;56.0;Corporate;Pleasant Grove;84062;Utah;West
Lauren Leatherbury;56.0;Home Office;Albuquerque;87105;New Mexico;West
Chad Sievert;56.0;Corporate;Saint Paul;55106;Minnesota;Central
Harold Pawlan;56.0;Small Business;Columbus;68601;Nebraska;Central
Amy Cox;56.0;Small Business;Essex Junction;5451;Vermont;East
Nicole Brennan;56.0;Consumer;Costa Mesa;92627;California;West
Quincy Jones;56.0;Corporate;Vestavia Hills;35216;Alabama;South
Maxwell Schwartz;56.0;Corporate;Raleigh;27604;North Carolina;South
Sally Knutson;56.0;Consumer;Sioux City;51106;Iowa;Central
Rick Hansen;56.0;Corporate;Douglasville;30135;Georgia;South
Larry Hughes;56.0;Home Office;Midland;79701;Texas;Central
Bill Overfelt;56.0;Corporate;Dayton;45406;Ohio;East
Ashley Jarboe;56.0;Small Business;Forest Park;30297;Georgia;South
Cari Schnelling;56.0;Home Office;Palatine;60067;Illinois;Central
Heather Jas;56.0;Corporate;Bay City;48708;Michigan;Central
Peter Fuller;56.0;Consumer;Columbus;31907;Georgia;South
Liz Thompson;56.0;Corporate;Columbia;65203;MO;Central
Cindy Stewart;56.0;Corporate;Prescott;86301;Arizona;West
Cindy Stewart;56.0;Corporate;Prescott Valley;86314;Arizona;West
Jim Karlsson;56.0;Small Business;Beckley;25801;West Virginia;East
Giulietta Baptist;56.0;Home Office;Hobart;46342;Indiana;Central
Larry Tron;56.0;Home Office;Draper;84020;Utah;West
Grant Thornton;56.0;Corporate;Morgan Hill;95037;California;West
Shahid Shariari;56.0;Consumer;Pontiac;48342;Michigan;Central
Kelly Collister;56.0;Consumer;Hickory;28601;North Carolina;South
Sara Luxemburg;56.0;Corporate;Sanford;4073;Maine;East
Giulietta Dortch;56.0;Corporate;Fords;8863;New Jersey;East
Shahid Shariari;56.0;Consumer;Port Huron;48060;Michigan;Central
Giulietta Dortch;56.0;Corporate;Easthampton;1027;MA;East
Fred McMath;56.0;Small Business;Jersey City;7097;New Jersey;East
Victor Price;56.0;Consumer;Royal Palm Beach;33411;Florida;South
Meg Tillman;56.0;Small Business;Mauldin;29662;South Carolina;South
Meg Tillman;56.0;Small Business;Land O Lakes;34639;Florida;South
Liz MacKendrick;56.0;Corporate;Newport News;23602;Virginia;South
Vivek Grady;56.0;Corporate;Troy;45373;Ohio;East
Christina Vanderzanden;56.0;Small Business;Ottumwa;52501;Iowa;Central
Frank Olsen;56.0;Small Business;Coos Bay;97420;Oregon;West
Roy Collins;56.0;Corporate;Columbia;38401;Tennessee;South
Carl Weiss;56.0;Consumer;Henderson;89015;Nevada;West
Joy Smith;56.0;Corporate;South Bend;46614;Indiana;Central
Harry Greene;56.0;Corporate;Gillette;82716;Wyoming;West
Sue Ann Reed;56.0;Consumer;Ocoee;34761;Florida;South
Beth Thompson;56.0;Corporate;Bloomington;61701;Illinois;Central
Laura Armstrong;56.0;Small Business;Mansfield;44903;Ohio;East
Laura Armstrong;56.0;Small Business;Marion;43302;Ohio;East
Joe Elijah;56.0;Home Office;Fayetteville;72701;Arkansas;South
Sally Knutson;56.0;Home Office;Midland;48640;Michigan;Central
Luke Weiss;56.0;Corporate;Council Bluffs;51503;Iowa;Central
Victoria Pisteka;56.0;Corporate;Calexico;92231;California;West
Jack O'Briant;56.0;Small Business;Woodbury;55125;Minnesota;Central
Cynthia Arntzen;56.0;Small Business;Smyrna;37167;Tennessee;South
Tony Sayre;56.0;Home Office;Selma;36701;Alabama;South
Cyra Reiten;56.0;Consumer;Hacienda Heights;91745;California;West
Justin Hirsh;56.0;Consumer;Dearborn;48126;Michigan;Central
Cari Sayre;56.0;Corporate;Provo;84604;Utah;West
Helen Wasserman;56.0;Home Office;Dundalk;21222;Maryland;East
Bobby Elias;56.0;Small Business;San Luis Obispo;93405;California;West
Jason Klamczynski;56.0;Small Business;Waldorf;20601;Maryland;East
Trudy Bell;56.0;Consumer;Coos Bay;97420;Oregon;West
Julie Kriz;56.0;Corporate;Dunedin;34698;Florida;South
Christy Brittain;56.0;Consumer;Waterbury;6702;Connecticut;East
Christy Brittain;56.0;Consumer;Santa Rosa;95404;California;West
Joe Kamberova;56.0;Small Business;Levittown;19057;Pennsylvania;East
Ricardo Emerson;56.0;Corporate;Lincoln Park;48146;Michigan;Central
Edward Nazzal;56.0;Small Business;Victoria;77901;Texas;Central
Jack Lebron;56.0;Corporate;Noblesville;46060;Indiana;Central
Grant Carroll;56.0;Corporate;Crystal Lake;60014;Illinois;Central
Sue Ann Reed;56.0;Consumer;Oakland Park;33334;Florida;South
Elpida Rittenbach;56.0;Consumer;Altamonte Springs;32701;Florida;South
Fred Wasserman;56.0;Home Office;Collinsville;62234;Illinois;Central
Mitch Webber;56.0;Corporate;North Tonawanda;14120;New York;East
Cindy Chapman;56.0;Corporate;Peoria;85345;Arizona;West
Naresj Patel;56.0;Small Business;Hurst;76053;Texas;Central
Naresj Patel;56.0;Small Business;Irving;75061;Texas;Central
Stefanie Holloman;56.0;Small Business;Benton;72015;Arkansas;South
Becky Pak;56.0;Corporate;Oregon City;97045;Oregon;West
Julie Prescott;56.0;Home Office;Parkersburg;26101;West Virginia;East
Kimberly Carter;56.0;Home Office;Clinton;52732;Iowa;Central
Bryan Mills;56.0;Small Business;Vernon Hills;60061;Illinois;Central
Jeremy Lonsdale;56.0;Corporate;Woodstock;60098;Illinois;Central
Alice McCarthy;56.0;Corporate;Layton;84041;Utah;West
Adam Shillingsburg;56.0;Corporate;Eugene;97405;Oregon;West
Bill Overfelt;56.0;Corporate;Cuyahoga Falls;44221;Ohio;East
Maribeth Yedwab;56.0;Home Office;Louisville;40214;Kentucky;South
Jasper Cacioppo;56.0;Home Office;Franklin Square;11010;New York;East
Jim Radford;56.0;Corporate;Elk Grove Village;60007;Illinois;Central
Alan Shonely;56.0;Small Business;West Scarborough;4070;Maine;East
Evan Bailliet;57.0;Corporate;Bradenton;34210;Florida;South
Jennifer Ferguson;57.0;Home Office;Glen Cove;11542;New York;East
Alan Barnes;56.0;Corporate;Springfield;62701;Illinois;Central
Karen Daniels;57.0;Consumer;Findlay;45840;Ohio;East
Ionia McGrath;57.0;Home Office;Decatur;35601;Alabama;South
Harry Marie;57.0;Consumer;Drexel Hill;19026;Pennsylvania;East
Karen Daniels;57.0;Consumer;Gahanna;43230;Ohio;East
Carol Darley;57.0;Small Business;Parker;80134;Colorado;West
Carol Adams;57.0;Corporate;Reisterstown;21136;Maryland;East
Susan Gilcrest;57.0;Home Office;Gainesville;30501;Georgia;South
Grant Carroll;57.0;Corporate;Crystal Lake;60014;Illinois;Central
Natalie Webber;57.0;Consumer;Miami;33142;Florida;South
Denny Blanton;57.0;Home Office;Delaware;43015;Ohio;East
Vivian Mathis;57.0;Consumer;Olney;20832;Maryland;East
Emily Phan;57.0;Consumer;Madison;35756;Alabama;South
Jane Waco;57.0;Corporate;Wooster;44691;Ohio;East
Denise Leinenbach;57.0;Home Office;Essex Junction;5451;Vermont;East
Jane Waco;57.0;Corporate;Xenia;45385;Ohio;East
Roy Phan;57.0;Corporate;Burien;98146;Washington;West
Resi Polking;57.0;Small Business;Boise;83704;Idaho;West
Maria Bertelson;57.0;Home Office;Hazelwood;63042;MO;Central
Yana Sorensen;57.0;Corporate;Fairfield;94533;California;West
Anthony Johnson;57.0;Small Business;Oak Park;60302;Illinois;Central
Brad Norvell;57.0;Corporate;Saint Cloud;56301;Minnesota;Central
Katrina Willman;57.0;Consumer;Upper Saint Clair;15241;Pennsylvania;East
Michael Chen;57.0;Consumer;North Tonawanda;14120;New York;East
Maria Bertelson;57.0;Home Office;Gladstone;64118;MO;Central
Greg Hansen;57.0;Home Office;Cornelius;28031;North Carolina;South
Brad Thomas;57.0;Corporate;Long Beach;90805;California;West
Max Jones;57.0;Home Office;Reading;19601;Pennsylvania;East
Barry Pond;57.0;Consumer;Lawndale;90260;California;West
Chuck Sachs;57.0;Consumer;Londonderry;3053;New Hampshire;East
Michael Oakman;57.0;Small Business;Bangor;4401;Maine;East
Yoseph Carroll;57.0;Consumer;Pullman;99163;Washington;West
Michael Oakman;57.0;Small Business;Waltham;2451;MA;East
Ed Braxton;57.0;Consumer;Surprise;85374;Arizona;West
Michael Oakman;57.0;Small Business;Brunswick;4011;Maine;East
Resi Polking;57.0;Small Business;Caldwell;83605;Idaho;West
Chuck Sachs;57.0;Consumer;Livingston;7039;New Jersey;East
Chuck Sachs;57.0;Consumer;Weymouth;2190;MA;East
Chuck Sachs;57.0;Consumer;Essex Junction;5451;Vermont;East
Edward Nazzal;57.0;Home Office;Waxahachie;75165;Texas;Central
Duane Noonan;57.0;Corporate;Arvada;80004;Colorado;West
Kelly Andreada;57.0;Home Office;Greenville;29611;South Carolina;South
Julia Dunbar;57.0;Consumer;Billings;59102;Montana;West
Damala Kotsonis;57.0;Corporate;Groton;1450;MA;East
Damala Kotsonis;57.0;Corporate;Hartford;6114;Connecticut;East
Damala Kotsonis;57.0;Corporate;Westbrook;4092;Maine;East
Bobby Elias;57.0;Small Business;Dover;3820;New Hampshire;East
Tracy Collins;57.0;Consumer;Kissimmee;34741;Florida;South
Bobby Elias;57.0;Small Business;Essex Junction;5451;Vermont;East
Allen Rosenblatt;57.0;Small Business;Arlington Heights;60004;Illinois;Central
Cathy Armstrong;57.0;Consumer;Pueblo West;81007;Colorado;West
Anthony O'Donnell;57.0;Corporate;Shawnee;66203;Kansas;Central
Helen Abelman;57.0;Home Office;Merrillville;46410;Indiana;Central
Mitch Willingham;57.0;Corporate;Savannah;31401;Georgia;South
Karen Bern;57.0;Corporate;Pearl;39208;Mississippi;South
Richard Eichhorn;57.0;Consumer;Marrero;70072;Louisiana;South
Noel Staavos;57.0;Home Office;Edison;8817;New Jersey;East
Sibella Parks;57.0;Small Business;Beaverton;97005;Oregon;West
Carlos Meador;57.0;Corporate;North Arlington;7031;New Jersey;East
Carlos Meador;57.0;Corporate;Lindenwold;8021;New Jersey;East
Sylvia Foulston;57.0;Corporate;Mundelein;60060;Illinois;Central
Duane Huffman;57.0;Small Business;Laredo;78041;Texas;Central
Joseph Holt;57.0;Home Office;Newnan;30265;Georgia;South
Duane Huffman;57.0;Small Business;League City;77573;Texas;Central
Ed Braxton;57.0;Consumer;Bella Vista;72714;Arkansas;South
Mark Van Huff;57.0;Home Office;Owensboro;42301;Kentucky;South
Kalyca Meade;57.0;Corporate;Monroeville;15146;Pennsylvania;East
Anna Haberlin;57.0;Corporate;Deer Park;77536;Texas;Central
James Galang;57.0;Consumer;Arlington;22204;Virginia;South
Annie Cyprus;57.0;Home Office;Oak Forest;60452;Illinois;Central
Justin Knight;57.0;Corporate;Bettendorf;52722;Iowa;Central
Annie Cyprus;57.0;Home Office;Oak Lawn;60453;Illinois;Central
Janet Lee;57.0;Consumer;Fort Bragg;28307;North Carolina;South
Art Foster;57.0;Home Office;Lakewood;80232;Colorado;West
Dennis Pardue;57.0;Small Business;Charlotte;28205;North Carolina;South
Lisa DeCherney;57.0;Corporate;Harrisonburg;22801;Virginia;South
Tracy Poddar;57.0;Corporate;Shelton;6484;Connecticut;East
Roy Skaria;57.0;Corporate;Granite City;62040;Illinois;Central
Roy Skaria;57.0;Corporate;Gainesville;32601;Florida;South
Roy French;57.0;Consumer;Munster;46321;Indiana;Central
Marc Crier;57.0;Corporate;Springdale;72762;Arkansas;South
Tracy Blumstein;57.0;Home Office;Columbia;29203;South Carolina;South
Anthony O'Donnell;57.0;Consumer;Louisville;80027;Colorado;West
Tracy Blumstein;57.0;Home Office;Florence;29501;South Carolina;South
Eric Barreto;57.0;Consumer;Huntington Beach;92646;California;West
Bobby Trafton;57.0;Corporate;San Ramon;94583;California;West
Lena Creighton;57.0;Home Office;Philadelphia;19143;Pennsylvania;East
John Murray;57.0;Small Business;Walker;49534;Michigan;Central
Sean Christensen;57.0;Home Office;Neenah;54956;Wisconsin;Central
Amy Hunt;57.0;Small Business;Lebanon;37087;Tennessee;South
Clytie Kelty;57.0;Small Business;West Linn;97068;Oregon;West
Liz Pelletier;57.0;Corporate;Elk Plain;98387;Washington;West
Irene Maddox;57.0;Consumer;Palm Springs;92262;California;West
Clytie Kelty;57.0;Small Business;Allentown;18103;Pennsylvania;East
Ed Jacobs;57.0;Small Business;Roseville;95661;California;West
Luke Schmidt;57.0;Home Office;North Charleston;29406;South Carolina;South
John Lucas;57.0;Corporate;Huber Heights;45424;Ohio;East
Carlos Daly;57.0;Home Office;Park Ridge;60068;Illinois;Central
Barbara Fisher;57.0;Small Business;Topeka;66614;Kansas;Central
Jas O'Carroll;57.0;Home Office;Youngstown;44511;Ohio;East
Lisa DeCherney;57.0;Consumer;Lynchburg;24501;Virginia;South
Debra Catini;57.0;Small Business;Keene;3431;New Hampshire;East
Sally Matthias;57.0;Home Office;Maple Grove;55369;Minnesota;Central
Marc Crier;57.0;Corporate;Sherwood;72116;Arkansas;South
Dan Lawera;57.0;Corporate;Texas City;77590;Texas;Central
Christine Kargatis;57.0;Small Business;Papillion;68046;Nebraska;Central
Ricardo Emerson;57.0;Corporate;Livonia;48154;Michigan;Central
Robert Waldorf;57.0;Home Office;Oakville;63129;MO;Central
Sarah Jordon;57.0;Consumer;Maplewood;55119;Minnesota;Central
Art Ferguson;57.0;Corporate;Rochester;55901;Minnesota;Central
Aleksandra Gannaway;57.0;Corporate;Vallejo;94591;California;West
Gary McGarr;57.0;Home Office;Camp Springs;20746;Maryland;East
Craig Yedwab;57.0;Corporate;Scottsdale;85254;Arizona;West
Ben Wallace;57.0;Home Office;Watertown;13601;New York;East
Dianna Wilson;57.0;Small Business;Hawthorne;7506;New Jersey;East
Michelle Ellison;57.0;Consumer;Janesville;53545;Wisconsin;Central
Lauren Leatherbury;57.0;Corporate;Albuquerque;87105;New Mexico;West
Ivan Liston;57.0;Consumer;Kingsville;78363;Texas;Central
Adam Hart;57.0;Corporate;Laguna Hills;92653;California;West
Grant Carroll;57.0;Small Business;Danville;61832;Illinois;Central
Helen Andreada;57.0;Corporate;Pacifica;94044;California;West
Khloe Miller;57.0;Home Office;Saint Clair Shores;48080;Michigan;Central
Tom Stivers;57.0;Small Business;Annapolis;21403;Maryland;East
Craig Molinari;57.0;Small Business;Oak Ridge;37830;Tennessee;South
Valerie Takahito;57.0;Consumer;Tamarac;33319;Florida;South
Eva Jacobs;57.0;Home Office;Castle Rock;80104;Colorado;West
Kelly Lampkin;57.0;Home Office;Garland;75043;Texas;Central
Sally Knutson;57.0;Consumer;Madison Heights;48071;Michigan;Central
Phillip Breyer;57.0;Corporate;Waynesboro;22980;Virginia;South
Kelly Lampkin;57.0;Home Office;Georgetown;78626;Texas;Central
Mike Gockenbach;57.0;Consumer;Panama City;32404;Florida;South
Sung Shariari;57.0;Corporate;Monroe;71203;Louisiana;South
Fred Wasserman;57.0;Home Office;Collinsville;62234;Illinois;Central
Dave Poirier;57.0;Small Business;Rancho Cucamonga;91730;California;West
Rick Hansen;57.0;Home Office;Douglasville;30135;Georgia;South
Gene McClure;57.0;Home Office;Casselberry;32707;Florida;South
Joy Smith;57.0;Corporate;West Lafayette;47906;Indiana;Central
Kelly Williams;57.0;Corporate;Emporia;66801;Kansas;Central
Speros Goranitis;57.0;Corporate;Keene;3431;New Hampshire;East
Dorothy Badders;57.0;Home Office;Rockford;61107;Illinois;Central
Giulietta Dortch;57.0;Small Business;Stockton;95207;California;West
Jay Fine;57.0;Consumer;Norwich;6360;Connecticut;East
Dennis Kane;57.0;Small Business;Central Islip;11722;New York;East
Pauline Webber;57.0;Consumer;Roswell;88201;New Mexico;West
Jay Fine;57.0;Consumer;Brookline;2445;MA;East
Jay Fine;57.0;Consumer;South Portland;4106;Maine;East
Paul MacIntyre;57.0;Corporate;Aberdeen;57401;South Dakota;Central
Shahid Hopkins;57.0;Small Business;Muskegon;49442;Michigan;Central
Darren Budd;57.0;Corporate;Austin;78745;Texas;Central
Annie Thurman;57.0;Consumer;Midvale;84047;Utah;West
Jack Lebron;57.0;Corporate;New Albany;47150;Indiana;Central
Justin Deggeller;57.0;Corporate;Eden;27288;North Carolina;South
Giulietta Dortch;57.0;Small Business;Menlo Park;94025;California;West
Maria Bertelson;57.0;Corporate;Independence;64055;MO;Central
Cari Schnelling;57.0;Home Office;Oswego;60543;Illinois;Central
Stuart Calhoun;57.0;Consumer;Grove City;43123;Ohio;East
Craig Yedwab;57.0;Consumer;Willingboro;8046;New Jersey;East
Jamie Frazer;57.0;Small Business;Deerfield Beach;33441;Florida;South
Darrin Sayre;57.0;Consumer;Modesto;95351;California;West
Tracy Collins;57.0;Corporate;Herndon;20170;Virginia;South
Stewart Visinsky;57.0;Corporate;Schenectady;12306;New York;East
William Brown;57.0;Corporate;La Grange;30240;Georgia;South
Mark Cousins;57.0;Home Office;Wyoming;49509;Michigan;Central
Matthew Grinstein;57.0;Small Business;Farmington;87401;New Mexico;West
Gary Zandusky;57.0;Home Office;Weslaco;78596;Texas;Central
Bill Shonely;57.0;Small Business;Lodi;95240;California;West
Tamara Manning;57.0;Corporate;Post Falls;83854;Idaho;West
Jim Sink;57.0;Corporate;Highland;46322;Indiana;Central
Michael Kennedy;57.0;Corporate;East Orange;7017;New Jersey;East
Charlotte Melton;57.0;Home Office;Buffalo Grove;60089;Illinois;Central
Theresa Swint;57.0;Small Business;Port Chester;10573;New York;East
Aimee Bixby;57.0;Home Office;Coppell;75019;Texas;Central
Christopher Martinez;57.0;Home Office;Westminster;80030;Colorado;West
Bobby Trafton;57.0;Small Business;Bristol;6010;Connecticut;East
Aimee Bixby;57.0;Home Office;Colonial Heights;23834;Virginia;South
Bobby Trafton;57.0;Small Business;Portland;4101;Maine;East
Gene Hale;57.0;Consumer;Muscatine;52761;Iowa;Central
Justin Hirsh;57.0;Consumer;Clinton;49236;Michigan;Central
Rick Bensley;57.0;Consumer;Plantation;33317;Florida;South
Brad Thomas;57.0;Home Office;Los Gatos;95032;California;West
Lisa DeCherney;57.0;Corporate;Brookings;57006;South Dakota;Central
Roy Phan;57.0;Consumer;Burien;98146;Washington;West
Helen Abelman;57.0;Home Office;Michigan City;46360;Indiana;Central
Dan Reichenbach;57.0;Corporate;Elkhart;46514;Indiana;Central
Claire Good;57.0;Home Office;Tualatin;97062;Oregon;West
Sandra Glassco;58.0;Home Office;Grand Forks;58201;North Dakota;Central
Michael Moore;57.0;Corporate;Palm Coast;32137;Florida;South
Natalie Webber;58.0;Corporate;Miami;33142;Florida;South
Vivek Grady;58.0;Corporate;Warren;44483;Ohio;East
Michelle Arnett;58.0;Home Office;Iowa City;52240;Iowa;Central
Katherine Hughes;58.0;Consumer;Chesapeake;23320;Virginia;South
Mitch Gastineau;58.0;Small Business;Las Cruces;88001;New Mexico;West
Mitch Gastineau;58.0;Small Business;Rio Rancho;87124;New Mexico;West
Nicole Hansen;58.0;Small Business;Kankakee;60901;Illinois;Central
Ivan Liston;58.0;Consumer;La Quinta;92253;California;West
Matt Abelman;58.0;Small Business;Brooklyn Park;55445;Minnesota;Central
Sean Braxton;58.0;Small Business;Jacksonville;32216;Florida;South
Katherine Nockton;58.0;Home Office;Kenmore;14217;New York;East
Denise Monton;58.0;Home Office;Cary;27511;North Carolina;South
Denise Monton;58.0;Home Office;Burlington;27217;North Carolina;South
Bill Shonely;58.0;Small Business;Long Beach;90805;California;West
Chuck Clark;58.0;Corporate;Owosso;48841;Michigan;Central
Becky Pak;58.0;Corporate;Oregon City;97045;Oregon;West
Steve Nguyen;58.0;Consumer;Stow;44224;Ohio;East
Peter Fuller;58.0;Corporate;Columbus;31907;Georgia;South
Peter Fuller;58.0;Corporate;Augusta;30904;Georgia;South
Robert Dilbeck;58.0;Corporate;Cleveland;37311;Tennessee;South
Dorothy Badders;58.0;Home Office;Romeoville;60441;Illinois;Central
Eileen Kiefer;58.0;Consumer;Weatherford;76086;Texas;Central
Sanjit Jacobs;58.0;Consumer;Laurel;20707;Maryland;East
Peter Fuller;58.0;Consumer;Atlanta;30318;Georgia;South
Dorothy Badders;58.0;Home Office;Rockford;61107;Illinois;Central
Nora Price;58.0;Home Office;Rye;10580;New York;East
Nora Price;58.0;Home Office;Virginia Beach;23464;Virginia;South
Brad Thomas;58.0;Home Office;Los Banos;93635;California;West
Amy Hunt;58.0;Small Business;Kingsport;37664;Tennessee;South
